0.0001	0.0999954	1.53743e-06	9.45577e-10
0.1001	0.095506	0.00181773	0.000410942
0.2001	0.0912743	0.00392068	0.000999969
0.3001	0.0872978	0.00610582	0.00159746
0.4001	0.0835689	0.00828531	0.0021952
0.5001	0.0800773	0.0104222	0.00279281
0.6001	0.0768124	0.0125015	0.00339025
0.7001	0.0737633	0.0145183	0.00398754
0.8001	0.0709191	0.0164715	0.00458466
0.9001	0.0682696	0.0183621	0.00518163
1.0001	0.0658045	0.0201916	0.00577843
1.1001	0.0635142	0.021962	0.00637507
1.2001	0.0613894	0.0236752	0.00697156
1.3001	0.0594212	0.0253334	0.00756788
1.4001	0.057601	0.0269385	0.00816404
1.5001	0.0559206	0.0284923	0.00876004
1.6001	0.0543722	0.0299968	0.00935588
1.7001	0.0529483	0.0314538	0.00995156
1.8001	0.0516419	0.0328649	0.0105471
1.9001	0.0504462	0.0342318	0.0111424
2.0001	0.0493546	0.0355562	0.0117376
2.1001	0.0483612	0.0368396	0.0123327
2.2001	0.04746	0.0380835	0.0129275
2.3001	0.0466455	0.0392892	0.0135223
2.4001	0.0459125	0.0404582	0.0141168
2.5001	0.0452561	0.0415919	0.0147112
2.6001	0.0446713	0.0426913	0.0153054
2.7001	0.0441539	0.0437579	0.0158995
2.8001	0.0436996	0.0447927	0.0164934
2.9001	0.0433043	0.0457968	0.0170871
3.0001	0.0429643	0.0467715	0.0176807
3.1001	0.0426759	0.0477176	0.0182741
3.2001	0.0424359	0.0486361	0.0188674
3.3001	0.042241	0.0495282	0.0194604
3.4001	0.0420882	0.0503945	0.0200534
3.5001	0.0419746	0.0512361	0.0206461
3.6001	0.0418976	0.0520538	0.0212387
3.7001	0.0418547	0.0528484	0.0218311
3.8001	0.0418434	0.0536207	0.0224234
3.9001	0.0418614	0.0543714	0.0230155
4.0001	0.0419068	0.0551013	0.0236074
4.1001	0.0419774	0.055811	0.0241992
4.2001	0.0420715	0.0565012	0.0247908
4.3001	0.0421872	0.0571726	0.0253822
4.4001	0.042323	0.0578258	0.0259735
4.5001	0.0424771	0.0584613	0.0265646
4.6001	0.0426482	0.0590798	0.0271555
4.7001	0.042835	0.0596818	0.0277463
4.8001	0.043036	0.0602678	0.0283368
4.9001	0.0432502	0.0608384	0.0289272
5.0001	0.0434763	0.0613939	0.0295175
5.1001	0.0437133	0.061935	0.0301076
5.2001	0.0439601	0.062462	0.0306975
5.3001	0.044216	0.0629755	0.0312872
5.4001	0.04448	0.0634757	0.0318767
5.5001	0.0447512	0.0639632	0.0324661
5.6001	0.0450289	0.0644383	0.0330553
5.7001	0.0453124	0.0649014	0.0336443
5.8001	0.045601	0.0653528	0.0342332
5.9001	0.0458941	0.065793	0.0348219
6.0001	0.0461911	0.0662223	0.0354103
6.1001	0.0464915	0.0666409	0.0359987
6.2001	0.0467947	0.0670492	0.0365868
6.3001	0.0471004	0.0674476	0.0371747
6.4001	0.0474079	0.0678362	0.0377625
6.5001	0.047717	0.0682155	0.0383501
6.6001	0.0480273	0.0685856	0.0389375
6.7001	0.0483383	0.0689468	0.0395247
6.8001	0.0486499	0.0692995	0.0401118
6.9001	0.0489616	0.0696438	0.0406986
7.0001	0.0492732	0.06998	0.0412853
7.1001	0.0495845	0.0703083	0.0418717
7.2001	0.0498951	0.0706289	0.042458
7.3001	0.0502049	0.0709421	0.0430441
7.4001	0.0505137	0.0712481	0.04363
7.5001	0.0508213	0.071547	0.0442157
7.6001	0.0511275	0.0718391	0.0448012
7.7001	0.0514322	0.0721246	0.0453865
7.8001	0.0517352	0.0724037	0.0459716
7.9001	0.0520364	0.0726764	0.0465565
8.0001	0.0523357	0.0729431	0.0471413
8.1001	0.0526329	0.0732038	0.0477258
