0.0001	0.0999954	1.53746e-06	9.43838e-10
0.1001	0.0955062	0.00183149	0.000410942
0.2001	0.0912754	0.00396402	0.000999969
0.3001	0.087301	0.00618494	0.00159746
0.4001	0.0835752	0.00840225	0.0021952
0.5001	0.0800881	0.0105772	0.00279281
0.6001	0.0768287	0.0126941	0.00339025
0.7001	0.0737862	0.0147477	0.00398754
0.8001	0.0709496	0.0167367	0.00458466
0.9001	0.0683085	0.0186621	0.00518163
1.0001	0.0658528	0.0205255	0.00577843
1.1001	0.0635726	0.0223289	0.00637507
1.2001	0.0614587	0.0240742	0.00697156
1.3001	0.0595019	0.0257636	0.00756788
1.4001	0.0576937	0.027399	0.00816404
1.5001	0.0560259	0.0289824	0.00876004
1.6001	0.0544905	0.0305157	0.00935588
1.7001	0.0530802	0.0320006	0.00995156
1.8001	0.0517876	0.0334391	0.0105471
1.9001	0.050606	0.0348326	0.0111424
2.0001	0.049529	0.0361829	0.0117376
2.1001	0.0485503	0.0374916	0.0123327
2.2001	0.047664	0.0387602	0.0129275
2.3001	0.0468647	0.03999	0.0135223
2.4001	0.046147	0.0411825	0.0141168
2.5001	0.045506	0.0423391	0.0147112
2.6001	0.0449368	0.043461	0.0153054
2.7001	0.044435	0.0445495	0.0158995
2.8001	0.0439963	0.0456057	0.0164934
2.9001	0.0436167	0.0466309	0.0170871
3.0001	0.0432924	0.047626	0.0176807
3.1001	0.0430198	0.0485921	0.0182741
3.2001	0.0427955	0.0495304	0.0188673
3.3001	0.0426163	0.0504416	0.0194604
3.4001	0.0424792	0.0513268	0.0200533
3.5001	0.0423812	0.0521869	0.0206461
3.6001	0.0423197	0.0530226	0.0212387
3.7001	0.0422922	0.053835	0.0218311
3.8001	0.0422962	0.0546246	0.0224234
3.9001	0.0423296	0.0553924	0.0230155
4.0001	0.0423901	0.0561389	0.0236074
4.1001	0.0424759	0.0568651	0.0241991
4.2001	0.0425849	0.0575714	0.0247907
4.3001	0.0427155	0.0582586	0.0253821
4.4001	0.042866	0.0589273	0.0259734
4.5001	0.0430347	0.0595781	0.0265645
4.6001	0.0432203	0.0602116	0.0271554
4.7001	0.0434214	0.0608283	0.0277461
4.8001	0.0436367	0.0614288	0.0283367
4.9001	0.0438649	0.0620136	0.0289271
5.0001	0.044105	0.0625831	0.0295173
5.1001	0.0443558	0.063138	0.0301074
5.2001	0.0446164	0.0636785	0.0306972
5.3001	0.0448858	0.0642053	0.0312869
5.4001	0.0451631	0.0647186	0.0318765
5.5001	0.0454476	0.065219	0.0324658
5.6001	0.0457384	0.0657068	0.033055
5.7001	0.0460349	0.0661824	0.033644
5.8001	0.0463364	0.0666461	0.0342328
5.9001	0.0466422	0.0670984	0.0348214
