Time	[Ca]	Values[AMPAR_bar]	Values[CaMKII_active_ratio]	Values[CaMKIIp_bar]	Values[CamCaMKII_bar]	Values[CamR_ratio]	Values[Dp_bar]	Values[PKA_bar]	Values[PP1a_bar]	Values[PP2B_bar]
1.449	4.84965e-10	0.297546	0.0715857	0.0178697	0.16691	0.0502846	0.973056	0.01	0.156034	0.0038637
1.45	4.77919e-10	0.297547	0.0715837	0.0178703	0.166905	0.0502832	0.973056	0.01	0.156036	0.00386391
1.451	4.68628e-10	0.297548	0.0715817	0.0178709	0.166901	0.0502818	0.973056	0.01	0.156038	0.00386411
1.452	4.6144e-10	0.297549	0.0715798	0.0178715	0.166896	0.0502804	0.973056	0.01	0.15604	0.00386432
1.453	4.64689e-10	0.297549	0.0715778	0.0178721	0.166891	0.050279	0.973056	0.01	0.156042	0.00386452
1.454	4.72896e-10	0.29755	0.0715758	0.0178727	0.166887	0.0502776	0.973056	0.01	0.156044	0.00386473
1.455	4.81309e-10	0.297551	0.0715737	0.0178733	0.166882	0.0502762	0.973056	0.01	0.156046	0.00386493
1.456	4.87333e-10	0.297551	0.0715717	0.0178739	0.166877	0.0502747	0.973056	0.01	0.156048	0.00386513
1.457	4.89939e-10	0.297552	0.0715697	0.0178745	0.166873	0.0502733	0.973056	0.01	0.15605	0.00386533
1.458	4.8898e-10	0.297553	0.0715677	0.0178751	0.166868	0.0502719	0.973056	0.01	0.156051	0.00386553
1.459	4.84749e-10	0.297553	0.0715657	0.0178757	0.166863	0.0502705	0.973056	0.01	0.156053	0.00386572
1.46	4.77731e-10	0.297554	0.0715637	0.0178763	0.166858	0.0502691	0.973055	0.01	0.156055	0.00386592
1.461	4.68464e-10	0.297555	0.0715617	0.0178769	0.166854	0.0502677	0.973055	0.01	0.156057	0.00386611
1.462	4.61296e-10	0.297555	0.0715596	0.0178775	0.166849	0.0502662	0.973055	0.01	0.156059	0.00386631
1.463	4.64562e-10	0.297556	0.0715576	0.0178781	0.166844	0.0502648	0.973055	0.01	0.156061	0.0038665
1.464	4.72788e-10	0.297557	0.0715556	0.0178787	0.16684	0.0502634	0.973055	0.01	0.156063	0.00386669
1.465	4.81226e-10	0.297557	0.0715536	0.0178793	0.166835	0.050262	0.973055	0.01	0.156065	0.00386688
1.466	4.87278e-10	0.297558	0.0715515	0.0178799	0.16683	0.0502605	0.973055	0.01	0.156067	0.00386707
1.467	4.89913e-10	0.297559	0.0715495	0.0178805	0.166825	0.0502591	0.973055	0.01	0.156069	0.00386726
1.468	4.88982e-10	0.297559	0.0715474	0.017881	0.166821	0.0502577	0.973055	0.01	0.156071	0.00386745
1.469	4.84776e-10	0.29756	0.0715454	0.0178816	0.166816	0.0502562	0.973055	0.01	0.156073	0.00386763
1.47	4.77779e-10	0.297561	0.0715434	0.0178822	0.166811	0.0502548	0.973054	0.01	0.156074	0.00386782
1.471	4.68532e-10	0.297561	0.0715413	0.0178828	0.166806	0.0502534	0.973054	0.01	0.156076	0.003868
1.472	4.61379e-10	0.297562	0.0715393	0.0178834	0.166801	0.0502519	0.973054	0.01	0.156078	0.00386819
1.473	4.64656e-10	0.297563	0.0715372	0.017884	0.166797	0.0502505	0.973054	0.01	0.15608	0.00386837
1.474	4.72899e-10	0.297563	0.0715352	0.0178846	0.166792	0.050249	0.973054	0.01	0.156082	0.00386855
1.475	4.81358e-10	0.297564	0.0715331	0.0178852	0.166787	0.0502476	0.973054	0.01	0.156084	0.00386873
1.476	4.87434e-10	0.297565	0.071531	0.0178858	0.166782	0.0502462	0.973054	0.01	0.156086	0.00386891
1.477	4.90093e-10	0.297565	0.071529	0.0178863	0.166777	0.0502447	0.973054	0.01	0.156088	0.00386908
1.478	4.89184e-10	0.297566	0.0715269	0.0178869	0.166773	0.0502433	0.973054	0.01	0.15609	0.00386926
1.479	4.84999e-10	0.297567	0.0715248	0.0178875	0.166768	0.0502418	0.973054	0.01	0.156092	0.00386944
1.48	4.78019e-10	0.297567	0.0715228	0.0178881	0.166763	0.0502404	0.973054	0.01	0.156094	0.00386961
1.481	4.68786e-10	0.297568	0.0715207	0.0178887	0.166758	0.0502389	0.973053	0.01	0.156096	0.00386979
1.482	4.61643e-10	0.297569	0.0715186	0.0178893	0.166753	0.0502375	0.973053	0.01	0.156098	0.00386996
1.483	4.6493e-10	0.297569	0.0715166	0.0178899	0.166748	0.050236	0.973053	0.01	0.156099	0.00387013
1.484	4.73186e-10	0.29757	0.0715145	0.0178904	0.166744	0.0502345	0.973053	0.01	0.156101	0.0038703
1.485	4.81663e-10	0.297571	0.0715124	0.017891	0.166739	0.0502331	0.973053	0.01	0.156103	0.00387047
1.486	4.87759e-10	0.297571	0.0715103	0.0178916	0.166734	0.0502316	0.973053	0.01	0.156105	0.00387064
1.487	4.90437e-10	0.297572	0.0715082	0.0178922	0.166729	0.0502302	0.973053	0.01	0.156107	0.0038708
1.488	4.89548e-10	0.297573	0.0715062	0.0178927	0.166724	0.0502287	0.973053	0.01	0.156109	0.00387097
1.489	4.85378e-10	0.297573	0.0715041	0.0178933	0.166719	0.0502272	0.973053	0.01	0.156111	0.00387114
1.49	4.78411e-10	0.297574	0.071502	0.0178939	0.166714	0.0502258	0.973053	0.01	0.156113	0.0038713
1.491	4.69188e-10	0.297575	0.0714999	0.0178945	0.16671	0.0502243	0.973053	0.01	0.156115	0.00387146
1.492	4.62051e-10	0.297575	0.0714978	0.0178951	0.166705	0.0502228	0.973052	0.01	0.156117	0.00387163
1.493	4.65344e-10	0.297576	0.0714957	0.0178956	0.1667	0.0502214	0.973052	0.01	0.156119	0.00387179
1.494	4.73611e-10	0.297577	0.0714936	0.0178962	0.166695	0.0502199	0.973052	0.01	0.156121	0.00387195
1.495	4.82103e-10	0.297577	0.0714915	0.0178968	0.16669	0.0502184	0.973052	0.01	0.156123	0.00387211
1.496	4.88215e-10	0.297578	0.0714894	0.0178974	0.166685	0.0502169	0.973052	0.01	0.156125	0.00387227
1.497	4.90911e-10	0.297579	0.0714873	0.0178979	0.16668	0.0502155	0.973052	0.01	0.156127	0.00387242
1.498	4.90036e-10	0.297579	0.0714852	0.0178985	0.166675	0.050214	0.973052	0.01	0.156129	0.00387258
1.499	4.85879e-10	0.29758	0.0714831	0.0178991	0.16667	0.0502125	0.973052	0.01	0.15613	0.00387273
1.5	4.78921e-10	0.297581	0.071481	0.0178996	0.166665	0.050211	0.973052	0.01	0.156132	0.00387289
1.501	4.98057e-10	0.297581	0.0714789	0.0179002	0.16666	0.0502095	0.973052	0.01	0.156134	0.00387304
1.502	5.78633e-10	0.297582	0.0714768	0.0179008	0.166656	0.0502081	0.973051	0.01	0.156136	0.00387319
1.503	5.78633e-10	0.297583	0.0714747	0.0179013	0.166651	0.0502066	0.973051	0.01	0.156138	0.00387335
1.504	8.60443e-10	0.297583	0.0714725	0.0179019	0.166646	0.0502051	0.973051	0.01	0.15614	0.0038735
1.505	1.12468e-09	0.297584	0.0714704	0.0179025	0.166641	0.0502037	0.973051	0.01	0.156142	0.00387365
1.506	1.57782e-09	0.297584	0.0714683	0.017903	0.166636	0.0502022	0.973051	0.01	0.156144	0.0038738
1.507	1.57782e-09	0.297585	0.0714662	0.0179036	0.166631	0.0502008	0.973051	0.01	0.156146	0.00387394
1.508	3.77812e-09	0.297586	0.0714641	0.0179042	0.166626	0.0501994	0.973051	0.01	0.156148	0.0038741
1.509	6.19081e-09	0.297586	0.0714621	0.0179047	0.166621	0.050198	0.973051	0.01	0.15615	0.00387425
1.51	1.02706e-08	0.297587	0.0714601	0.0179053	0.166617	0.0501968	0.973051	0.01	0.156152	0.0038744
1.511	1.02706e-08	0.297588	0.0714581	0.0179059	0.166612	0.0501958	0.973051	0.01	0.156154	0.00387457
1.512	3.74265e-08	0.297588	0.0714563	0.0179064	0.166608	0.0501952	0.973051	0.01	0.156156	0.00387474
1.513	3.86621e-08	0.297589	0.0714549	0.017907	0.166604	0.0501955	0.97305	0.01	0.156158	0.00387495
1.514	3.44534e-08	0.29759	0.0714537	0.0179075	0.166602	0.0501959	0.97305	0.01	0.15616	0.00387519
1.515	3.44534e-08	0.29759	0.0714529	0.0179081	0.1666	0.0501964	0.97305	0.01	0.156162	0.00387547
1.516	2.79801e-08	0.297591	0.0714525	0.0179087	0.166599	0.050197	0.97305	0.01	0.156164	0.00387577
1.517	2.58362e-08	0.297591	0.0714522	0.0179092	0.166598	0.0501977	0.97305	0.01	0.156166	0.00387611
1.518	2.44225e-08	0.297592	0.0714522	0.0179098	0.166598	0.0501984	0.97305	0.01	0.156168	0.00387647
1.519	2.44225e-08	0.297593	0.0714524	0.0179103	0.166599	0.0501993	0.97305	0.01	0.156169	0.00387686
1.52	2.36525e-08	0.297593	0.0714528	0.0179109	0.1666	0.0502002	0.97305	0.01	0.156171	0.00387727
1.521	2.427e-08	0.297594	0.0714534	0.0179115	0.166601	0.0502014	0.97305	0.01	0.156173	0.0038777
1.522	2.56143e-08	0.297595	0.0714542	0.017912	0.166603	0.0502026	0.97305	0.01	0.156175	0.00387816
1.523	2.56143e-08	0.297595	0.0714553	0.0179126	0.166605	0.0502041	0.973049	0.01	0.156177	0.00387864
1.524	3.15831e-08	0.297596	0.0714565	0.0179131	0.166608	0.0502058	0.973049	0.01	0.156179	0.00387915
1.525	3.82243e-08	0.297597	0.071458	0.0179137	0.166612	0.0502078	0.973049	0.01	0.156181	0.00387969
1.526	5.39378e-08	0.297597	0.0714599	0.0179142	0.166616	0.0502103	0.973049	0.01	0.156183	0.00388026
1.527	5.39378e-08	0.297598	0.0714622	0.0179148	0.166621	0.0502138	0.973049	0.01	0.156185	0.00388089
1.528	4.09258e-08	0.297598	0.0714649	0.0179154	0.166628	0.0502171	0.973049	0.01	0.156187	0.00388158
1.529	3.501e-08	0.297599	0.071468	0.0179159	0.166635	0.0502204	0.973049	0.01	0.156189	0.00388232
1.53	2.99986e-08	0.2976	0.0714714	0.0179165	0.166643	0.0502237	0.973049	0.01	0.156191	0.0038831
1.531	2.99986e-08	0.2976	0.0714751	0.0179171	0.166652	0.0502271	0.973049	0.01	0.156193	0.00388391
1.532	2.28574e-08	0.297601	0.0714789	0.0179176	0.166661	0.0502304	0.973049	0.01	0.156195	0.00388474
1.533	2.06866e-08	0.297602	0.0714829	0.0179182	0.16667	0.0502337	0.973049	0.01	0.156197	0.00388561
1.534	1.93761e-08	0.297602	0.0714871	0.0179187	0.16668	0.0502371	0.973048	0.01	0.156199	0.00388649
1.535	1.93761e-08	0.297603	0.0714914	0.0179193	0.16669	0.0502405	0.973048	0.01	0.156201	0.00388739
1.536	1.8826e-08	0.297604	0.0714958	0.0179199	0.1667	0.050244	0.973048	0.01	0.156203	0.00388831
1.537	1.94202e-08	0.297604	0.0715003	0.0179204	0.16671	0.0502476	0.973048	0.01	0.156205	0.00388925
1.538	2.05831e-08	0.297605	0.0715049	0.017921	0.166721	0.0502513	0.973048	0.01	0.156207	0.0038902
1.539	2.05831e-08	0.297605	0.0715096	0.0179216	0.166732	0.0502551	0.973048	0.01	0.156209	0.00389118
1.54	2.49982e-08	0.297606	0.0715145	0.0179221	0.166744	0.0502591	0.973048	0.01	0.156211	0.00389218
1.541	2.87609e-08	0.297607	0.0715196	0.0179227	0.166755	0.0502634	0.973048	0.01	0.156213	0.0038932
1.542	3.65574e-08	0.297607	0.0715249	0.0179233	0.166768	0.0502679	0.973048	0.01	0.156215	0.00389425
1.543	3.65574e-08	0.297608	0.0715304	0.0179239	0.166781	0.0502728	0.973048	0.01	0.156217	0.00389534
1.544	4.22363e-08	0.297609	0.0715364	0.0179244	0.166795	0.0502786	0.973047	0.01	0.156219	0.00389649
1.545	3.6039e-08	0.297609	0.0715427	0.017925	0.166809	0.0502842	0.973047	0.01	0.15622	0.00389769
1.546	3.05683e-08	0.29761	0.0715493	0.0179256	0.166825	0.0502897	0.973047	0.01	0.156222	0.00389894
1.547	3.05683e-08	0.297611	0.0715561	0.0179262	0.166841	0.0502952	0.973047	0.01	0.156224	0.00390023
1.548	2.25372e-08	0.297611	0.0715632	0.0179267	0.166857	0.0503007	0.973047	0.01	0.156226	0.00390155
1.549	1.99046e-08	0.297612	0.0715703	0.0179273	0.166874	0.0503061	0.973047	0.01	0.156228	0.00390289
1.55	1.7998e-08	0.297613	0.0715775	0.0179279	0.166891	0.0503115	0.973047	0.01	0.15623	0.00390426
1.551	1.7998e-08	0.297613	0.0715848	0.0179285	0.166908	0.050317	0.973047	0.01	0.156232	0.00390564
1.552	1.57883e-08	0.297614	0.0715922	0.0179291	0.166925	0.0503224	0.973047	0.01	0.156234	0.00390703
1.553	1.53683e-08	0.297615	0.0715997	0.0179297	0.166942	0.0503279	0.973047	0.01	0.156236	0.00390844
1.554	1.53938e-08	0.297615	0.0716072	0.0179303	0.16696	0.0503334	0.973046	0.01	0.156238	0.00390986
1.555	1.53938e-08	0.297616	0.0716147	0.0179308	0.166977	0.0503389	0.973046	0.01	0.15624	0.00391129
1.556	1.67111e-08	0.297617	0.0716223	0.0179314	0.166995	0.0503445	0.973046	0.01	0.156242	0.00391273
1.557	1.80433e-08	0.297617	0.07163	0.017932	0.167013	0.0503502	0.973046	0.01	0.156244	0.00391419
1.558	1.99345e-08	0.297618	0.0716378	0.0179326	0.167031	0.050356	0.973046	0.01	0.156246	0.00391566
1.559	1.99345e-08	0.297619	0.0716456	0.0179332	0.167049	0.0503619	0.973046	0.01	0.156248	0.00391716
1.56	2.65474e-08	0.297619	0.0716536	0.0179338	0.167068	0.050368	0.973046	0.01	0.15625	0.00391867
1.561	3.91606e-08	0.29762	0.0716617	0.0179344	0.167087	0.0503744	0.973046	0.01	0.156252	0.00392021
1.562	3.88275e-08	0.297621	0.0716701	0.017935	0.167107	0.0503815	0.973046	0.01	0.156254	0.0039218
1.563	3.26222e-08	0.297621	0.0716788	0.0179356	0.167127	0.0503887	0.973046	0.01	0.156256	0.00392344
1.564	2.74179e-08	0.297622	0.0716878	0.0179362	0.167148	0.0503957	0.973046	0.01	0.156258	0.00392513
1.565	2.31545e-08	0.297623	0.0716969	0.0179368	0.167169	0.0504027	0.973045	0.01	0.15626	0.00392685
1.566	1.98847e-08	0.297623	0.0717062	0.0179375	0.167191	0.0504096	0.973045	0.01	0.156262	0.0039286
1.567	1.74863e-08	0.297624	0.0717155	0.0179381	0.167213	0.0504164	0.973045	0.01	0.156264	0.00393036
1.568	1.57804e-08	0.297625	0.071725	0.0179387	0.167235	0.0504232	0.973045	0.01	0.156266	0.00393215
1.569	1.45983e-08	0.297626	0.0717344	0.0179393	0.167257	0.05043	0.973045	0.01	0.156268	0.00393394
1.57	1.38056e-08	0.297626	0.0717439	0.0179399	0.167279	0.0504368	0.973045	0.01	0.15627	0.00393575
1.571	1.33053e-08	0.297627	0.0717534	0.0179405	0.167301	0.0504436	0.973045	0.01	0.156272	0.00393756
1.572	1.30475e-08	0.297628	0.0717629	0.0179412	0.167323	0.0504504	0.973045	0.01	0.156274	0.00393938
1.573	1.30673e-08	0.297628	0.0717724	0.0179418	0.167345	0.0504572	0.973045	0.01	0.156276	0.00394121
1.574	1.33892e-08	0.297629	0.0717819	0.0179424	0.167367	0.050464	0.973045	0.01	0.156278	0.00394305
1.575	1.40237e-08	0.29763	0.0717915	0.0179431	0.16739	0.0504709	0.973044	0.01	0.15628	0.0039449
1.576	1.49942e-08	0.29763	0.0718011	0.0179437	0.167412	0.0504777	0.973044	0.01	0.156282	0.00394675
1.577	1.63543e-08	0.297631	0.0718107	0.0179443	0.167435	0.0504847	0.973044	0.01	0.156284	0.00394862
1.578	1.82092e-08	0.297632	0.0718203	0.017945	0.167457	0.0504917	0.973044	0.01	0.156286	0.0039505
1.579	2.08049e-08	0.297633	0.0718301	0.0179456	0.16748	0.0504989	0.973044	0.01	0.156288	0.00395239
1.58	2.66482e-08	0.297633	0.0718399	0.0179462	0.167503	0.0505062	0.973044	0.01	0.15629	0.00395431
1.581	3.59262e-08	0.297634	0.0718498	0.0179469	0.167526	0.0505139	0.973044	0.01	0.156292	0.00395625
1.582	2.92878e-08	0.297635	0.0718601	0.0179475	0.16755	0.0505221	0.973044	0.01	0.156294	0.00395824
1.583	2.43924e-08	0.297635	0.0718705	0.0179482	0.167574	0.05053	0.973044	0.01	0.156296	0.00396027
1.584	2.0453e-08	0.297636	0.071881	0.0179488	0.167599	0.0505379	0.973044	0.01	0.156298	0.00396233
1.585	1.74698e-08	0.297637	0.0718917	0.0179495	0.167624	0.0505456	0.973043	0.01	0.1563	0.00396441
1.586	1.53174e-08	0.297638	0.0719024	0.0179501	0.167648	0.0505533	0.973043	0.01	0.156302	0.00396651
1.587	1.38115e-08	0.297638	0.0719131	0.0179508	0.167673	0.050561	0.973043	0.01	0.156304	0.00396862
1.588	1.27815e-08	0.297639	0.0719238	0.0179515	0.167699	0.0505686	0.973043	0.01	0.156306	0.00397074
1.589	1.20944e-08	0.29764	0.0719345	0.0179521	0.167724	0.0505762	0.973043	0.01	0.156308	0.00397287
1.59	1.16563e-08	0.297641	0.0719452	0.0179528	0.167749	0.0505837	0.973043	0.01	0.15631	0.003975
1.591	1.14046e-08	0.297641	0.0719559	0.0179534	0.167774	0.0505913	0.973043	0.01	0.156312	0.00397713
1.592	1.13148e-08	0.297642	0.0719666	0.0179541	0.167798	0.0505988	0.973043	0.01	0.156314	0.00397927
1.593	1.14307e-08	0.297643	0.0719773	0.0179548	0.167823	0.0506064	0.973043	0.01	0.156316	0.00398141
1.594	1.17781e-08	0.297644	0.071988	0.0179555	0.167848	0.0506139	0.973043	0.01	0.156318	0.00398356
1.595	1.23677e-08	0.297644	0.0719987	0.0179561	0.167873	0.0506215	0.973042	0.01	0.15632	0.00398571
1.596	1.32176e-08	0.297645	0.0720093	0.0179568	0.167898	0.0506291	0.973042	0.01	0.156322	0.00398787
1.597	1.43672e-08	0.297646	0.07202	0.0179575	0.167923	0.0506367	0.973042	0.01	0.156324	0.00399003
1.598	1.5897e-08	0.297647	0.0720307	0.0179582	0.167948	0.0506444	0.973042	0.01	0.156326	0.00399221
1.599	1.80137e-08	0.297647	0.0720414	0.0179589	0.167973	0.0506521	0.973042	0.01	0.156328	0.00399439
1.6	2.34511e-08	0.297648	0.0720522	0.0179596	0.167998	0.05066	0.973042	0.01	0.15633	0.00399659
1.601	3.04151e-08	0.297649	0.0720631	0.0179603	0.168024	0.0506682	0.973042	0.01	0.156332	0.00399882
1.602	2.41334e-08	0.29765	0.0720742	0.017961	0.168049	0.0506768	0.973042	0.01	0.156334	0.00400108
1.603	1.99823e-08	0.297651	0.0720855	0.0179616	0.168076	0.0506851	0.973042	0.01	0.156336	0.00400338
1.604	1.68096e-08	0.297651	0.0720968	0.0179623	0.168102	0.0506933	0.973042	0.01	0.156338	0.00400569
1.605	1.44934e-08	0.297652	0.0721081	0.0179631	0.168129	0.0507015	0.973041	0.01	0.15634	0.00400803
1.606	1.28671e-08	0.297653	0.0721195	0.0179638	0.168155	0.0507096	0.973041	0.01	0.156342	0.00401037
1.607	1.17529e-08	0.297654	0.0721309	0.0179645	0.168182	0.0507176	0.973041	0.01	0.156344	0.00401272
1.608	1.1004e-08	0.297655	0.0721422	0.0179652	0.168208	0.0507256	0.973041	0.01	0.156346	0.00401508
1.609	1.05131e-08	0.297655	0.0721535	0.0179659	0.168235	0.0507335	0.973041	0.01	0.156348	0.00401743
1.61	1.02076e-08	0.297656	0.0721648	0.0179666	0.168261	0.0507414	0.973041	0.01	0.15635	0.00401979
1.611	1.00404e-08	0.297657	0.0721761	0.0179673	0.168287	0.0507493	0.973041	0.01	0.156352	0.00402215
1.612	9.9966e-09	0.297658	0.0721874	0.017968	0.168313	0.0507572	0.973041	0.01	0.156354	0.00402451
1.613	1.01188e-08	0.297659	0.0721986	0.0179688	0.16834	0.0507651	0.973041	0.01	0.156356	0.00402687
1.614	1.04263e-08	0.297659	0.0722098	0.0179695	0.168366	0.0507729	0.973041	0.01	0.156358	0.00402924
1.615	1.09234e-08	0.29766	0.0722209	0.0179702	0.168392	0.0507808	0.97304	0.01	0.15636	0.0040316
1.616	1.1619e-08	0.297661	0.0722321	0.017971	0.168418	0.0507887	0.97304	0.01	0.156362	0.00403397
1.617	1.25371e-08	0.297662	0.0722432	0.0179717	0.168444	0.0507966	0.97304	0.01	0.156364	0.00403634
1.618	1.37314e-08	0.297663	0.0722544	0.0179724	0.16847	0.0508045	0.97304	0.01	0.156366	0.00403871
1.619	1.53424e-08	0.297663	0.0722655	0.0179732	0.168496	0.0508125	0.97304	0.01	0.156368	0.0040411
1.62	1.87333e-08	0.297664	0.0722767	0.0179739	0.168522	0.0508205	0.97304	0.01	0.15637	0.00404349
1.621	2.69755e-08	0.297665	0.0722879	0.0179746	0.168548	0.0508288	0.97304	0.01	0.156372	0.0040459
1.622	2.09826e-08	0.297666	0.0722993	0.0179754	0.168575	0.0508375	0.97304	0.01	0.156374	0.00404834
1.623	1.72566e-08	0.297667	0.0723108	0.0179761	0.168601	0.0508459	0.97304	0.01	0.156376	0.00405081
1.624	1.45495e-08	0.297668	0.0723223	0.0179769	0.168628	0.0508542	0.973039	0.01	0.156378	0.0040533
1.625	1.26174e-08	0.297668	0.0723339	0.0179776	0.168655	0.0508624	0.973039	0.01	0.15638	0.0040558
1.626	1.12803e-08	0.297669	0.0723455	0.0179784	0.168682	0.0508705	0.973039	0.01	0.156382	0.00405831
1.627	1.03733e-08	0.29767	0.072357	0.0179792	0.168709	0.0508786	0.973039	0.01	0.156384	0.00406081
1.628	1.03733e-08	0.297671	0.0723685	0.0179799	0.168736	0.0508867	0.973039	0.01	0.156386	0.00406332
1.629	9.3739e-09	0.297672	0.07238	0.0179807	0.168763	0.0508947	0.973039	0.01	0.156388	0.00406583
1.63	9.13002e-09	0.297673	0.0723914	0.0179815	0.16879	0.0509027	0.973039	0.01	0.15639	0.00406834
1.631	8.99769e-09	0.297674	0.0724028	0.0179822	0.168816	0.0509107	0.973039	0.01	0.156392	0.00407085
1.632	8.99769e-09	0.297674	0.0724142	0.017983	0.168843	0.0509186	0.973039	0.01	0.156394	0.00407335
1.633	9.07547e-09	0.297675	0.0724255	0.0179838	0.168869	0.0509265	0.973039	0.01	0.156396	0.00407586
1.634	9.33796e-09	0.297676	0.0724368	0.0179846	0.168895	0.0509344	0.973038	0.01	0.156398	0.00407836
1.635	9.7525e-09	0.297677	0.072448	0.0179853	0.168922	0.0509423	0.973038	0.01	0.1564	0.00408086
1.636	9.7525e-09	0.297678	0.0724593	0.0179861	0.168948	0.0509502	0.973038	0.01	0.156402	0.00408337
1.637	1.10571e-08	0.297679	0.0724704	0.0179869	0.168974	0.050958	0.973038	0.01	0.156404	0.00408587
1.638	1.19967e-08	0.29768	0.0724816	0.0179877	0.169	0.0509659	0.973038	0.01	0.156406	0.00408838
1.639	1.32364e-08	0.29768	0.0724928	0.0179885	0.169026	0.0509739	0.973038	0.01	0.156408	0.00409089
1.64	1.32364e-08	0.297681	0.072504	0.0179893	0.169052	0.0509819	0.973038	0.01	0.15641	0.00409341
1.641	2.37387e-08	0.297682	0.0725152	0.0179901	0.169078	0.05099	0.973038	0.01	0.156412	0.00409594
1.642	1.86414e-08	0.297683	0.0725265	0.0179909	0.169105	0.0509985	0.973038	0.01	0.156415	0.00409849
1.643	1.51604e-08	0.297684	0.0725379	0.0179917	0.169131	0.0510068	0.973037	0.01	0.156417	0.00410107
1.644	1.51604e-08	0.297685	0.0725494	0.0179925	0.169158	0.051015	0.973037	0.01	0.156419	0.00410366
1.645	1.11512e-08	0.297686	0.0725608	0.0179933	0.169185	0.0510231	0.973037	0.01	0.156421	0.00410625
1.646	1.00288e-08	0.297687	0.0725722	0.0179941	0.169211	0.0510311	0.973037	0.01	0.156423	0.00410886
1.647	9.27438e-09	0.297688	0.0725836	0.0179949	0.169238	0.051039	0.973037	0.01	0.156425	0.00411146
1.648	9.27438e-09	0.297689	0.072595	0.0179957	0.169265	0.051047	0.973037	0.01	0.156427	0.00411406
1.649	8.44986e-09	0.297689	0.0726063	0.0179966	0.169291	0.0510549	0.973037	0.01	0.156429	0.00411666
1.65	8.25015e-09	0.29769	0.0726176	0.0179974	0.169317	0.0510627	0.973037	0.01	0.156431	0.00411926
1.651	8.1424e-09	0.297691	0.0726288	0.0179982	0.169343	0.0510705	0.973037	0.01	0.156433	0.00412185
1.652	8.1424e-09	0.297692	0.07264	0.017999	0.169369	0.0510783	0.973037	0.01	0.156435	0.00412444
1.653	8.21806e-09	0.297693	0.0726511	0.0179999	0.169395	0.0510861	0.973036	0.01	0.156437	0.00412703
1.654	8.44643e-09	0.297694	0.0726622	0.0180007	0.169421	0.0510938	0.973036	0.01	0.156439	0.00412961
1.655	8.7996e-09	0.297695	0.0726732	0.0180015	0.169447	0.0511015	0.973036	0.01	0.156441	0.00413219
1.656	8.7996e-09	0.297696	0.0726842	0.0180024	0.169473	0.0511092	0.973036	0.01	0.156443	0.00413478
1.657	9.88178e-09	0.297697	0.0726952	0.0180032	0.169498	0.0511169	0.973036	0.01	0.156445	0.00413736
1.658	1.06444e-08	0.297698	0.0727062	0.018004	0.169524	0.0511246	0.973036	0.01	0.156447	0.00413994
1.659	1.16366e-08	0.297699	0.0727171	0.0180049	0.169549	0.0511324	0.973036	0.01	0.156449	0.00414252
1.66	1.16366e-08	0.2977	0.072728	0.0180057	0.169575	0.0511402	0.973036	0.01	0.156452	0.00414511
1.661	2.09242e-08	0.297701	0.072739	0.0180066	0.1696	0.051148	0.973036	0.01	0.156454	0.0041477
1.662	1.66985e-08	0.297701	0.07275	0.0180074	0.169626	0.0511562	0.973035	0.01	0.156456	0.00415031
1.663	1.34279e-08	0.297702	0.0727611	0.0180083	0.169652	0.0511642	0.973035	0.01	0.156458	0.00415295
1.664	1.34279e-08	0.297703	0.0727722	0.0180091	0.169678	0.0511721	0.973035	0.01	0.15646	0.00415559
1.665	9.96421e-09	0.297704	0.0727833	0.01801	0.169704	0.0511799	0.973035	0.01	0.156462	0.00415824
1.666	9.02459e-09	0.297705	0.0727943	0.0180109	0.16973	0.0511877	0.973035	0.01	0.156464	0.00416089
1.667	8.39897e-09	0.297706	0.0728054	0.0180117	0.169755	0.0511954	0.973035	0.01	0.156466	0.00416354
1.668	8.39897e-09	0.297707	0.0728164	0.0180126	0.169781	0.0512031	0.973035	0.01	0.156468	0.00416618
1.669	7.72176e-09	0.297708	0.0728273	0.0180135	0.169807	0.0512107	0.973035	0.01	0.15647	0.00416882
1.67	7.56031e-09	0.297709	0.0728382	0.0180143	0.169832	0.0512183	0.973035	0.01	0.156472	0.00417146
1.671	7.47545e-09	0.29771	0.0728491	0.0180152	0.169857	0.0512258	0.973034	0.01	0.156474	0.0041741
1.672	7.47545e-09	0.297711	0.0728599	0.0180161	0.169883	0.0512333	0.973034	0.01	0.156476	0.00417673
1.673	7.55852e-09	0.297712	0.0728706	0.018017	0.169908	0.0512408	0.973034	0.01	0.156479	0.00417935
1.674	7.76694e-09	0.297713	0.0728813	0.0180178	0.169933	0.0512482	0.973034	0.01	0.156481	0.00418197
1.675	8.08158e-09	0.297714	0.072892	0.0180187	0.169957	0.0512557	0.973034	0.01	0.156483	0.00418459
1.676	8.08158e-09	0.297715	0.0729026	0.0180196	0.169982	0.0512631	0.973034	0.01	0.156485	0.00418721
1.677	9.0234e-09	0.297716	0.0729132	0.0180205	0.170007	0.0512705	0.973034	0.01	0.156487	0.00418982
1.678	9.67879e-09	0.297717	0.0729237	0.0180214	0.170032	0.0512779	0.973034	0.01	0.156489	0.00419244
1.679	1.05351e-08	0.297718	0.0729343	0.0180223	0.170056	0.0512854	0.973033	0.01	0.156491	0.00419505
1.68	1.05351e-08	0.297719	0.0729448	0.0180232	0.170081	0.0512928	0.973033	0.01	0.156493	0.00419767
